,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,pass_length,run_location,score_differential,fg_prob,td_prob,ep
6742,1,0,9,80.0,2,1544.0,2.0,,-24.0,0.14563633671005444,0.22715462005014336,-1.2853253946758532
6745,1,0,1,47.0,2,618.0,1.0,,-38.0,0.27677914387779884,0.4464220681400984,2.923534791636808
6746,1,0,5,40.0,1,360.0,,1.0,31.0,0.3222628489640314,0.3215893427688728,2.297935500497467
6751,1,0,5,22.0,2,1195.0,2.0,,3.0,0.5016088655949013,0.3701662087303629,3.446589352030257
6753,1,0,1,79.0,1,779.0,,2.0,-10.0,0.13100819135592184,0.3449840673633352,0.4860631654380123
6754,0,0,1,88.0,1,557.0,,1.0,10.0,0.08733171824835903,0.2659582973031885,-0.219790885141008
6755,1,0,4,60.0,2,408.0,2.0,,10.0,0.20126753383300092,0.2880016033635542,1.125130039672448
6756,1,0,5,10.0,2,148.0,2.0,,-10.0,0.4740038100135879,0.2992517050773528,3.2053728143571187
6763,1,0,9,74.0,2,1485.0,2.0,,-3.0,0.17758163099436053,0.2528630638620822,-0.7032838980069618
6766,0,0,10,15.0,2,959.0,2.0,,7.0,0.5671232861403146,0.3211234659347574,3.415967143354404
6769,1,0,5,70.0,2,657.0,2.0,,11.0,0.1793448280914495,0.2822137608651717,0.2757420253149205
6770,1,0,6,17.0,2,312.0,2.0,,-18.0,0.4764532720592796,0.31960681861229456,3.215862212435024
6774,0,1,1,46.0,1,1709.0,,2.0,22.0,0.3044886381575044,0.4689616846642946,2.9987741690200487
6778,0,0,3,4.0,2,1085.0,2.0,,29.0,0.5748705367148881,0.3633757609569147,3.9688886842250763
6779,1,1,5,58.0,2,916.0,1.0,,-35.0,0.2643395630062053,0.3430170387244353,1.300413776271913
6781,1,0,1,1.0,2,589.0,2.0,,-35.0,0.19806792295086972,0.7462800058632691,5.641034616383548
6787,0,0,1,1.0,1,147.0,,3.0,4.0,0.1831395298507702,0.6986680737970512,5.282982314441036
6792,1,0,9,43.0,2,1021.0,1.0,,-10.0,0.38119379073396,0.34053496767124075,2.142337873642328
6793,0,0,1,3.0,2,541.0,2.0,,-10.0,0.5096372886835875,0.4172418427322431,4.224271086623877
6794,1,0,3,68.0,2,485.0,2.0,,3.0,0.16732200652533555,0.28932249102497165,0.7171180268412585
6795,1,1,1,66.0,1,209.0,,2.0,-10.0,0.11957656035394244,0.2617139071087176,1.1177489248232326
6797,1,0,3,3.0,2,1523.0,2.0,,0.0,0.3881808550394213,0.565628800478618,4.909955533353417
6804,1,0,7,61.0,2,373.0,2.0,,11.0,0.19526398035291234,0.2489583379943129,0.7607164968625346
6805,1,0,7,77.0,2,137.0,2.0,,-11.0,0.07830097658868634,0.12870144567456185,-0.1957551785404983
6806,1,0,3,50.0,2,64.0,2.0,,-11.0,0.2130947780815973,0.16408033592296686,1.460650807520777
6808,1,0,10,75.0,2,1792.0,1.0,,-11.0,0.17078599614678655,0.23884829097961144,-0.9574833651280794
6809,1,0,1,41.0,1,1683.0,,2.0,-11.0,0.3321263509625868,0.4738229779732179,3.289297088497485
6810,1,0,1,1.0,1,1488.0,,3.0,-11.0,0.2042421869268529,0.7503217320702318,5.666191584985143
6811,1,0,6,71.0,2,1442.0,2.0,,4.0,0.1921863632737711,0.2877921168808913,-0.14576043139107409
6814,1,0,4,66.0,2,1144.0,2.0,,4.0,0.2165900361206932,0.3330821299333421,0.6804712569142164
6816,1,0,7,49.0,2,677.0,2.0,,7.0,0.3167593675026388,0.3326199633422579,1.812008600160098
6817,1,0,1,30.0,1,556.0,,3.0,7.0,0.3661462983906896,0.4548649660494198,3.684814727562976
6827,0,0,1,50.0,1,805.0,,1.0,2.0,0.2725437511629376,0.4580428864877208,2.829207098198937
6828,1,0,4,65.0,2,503.0,2.0,,-2.0,0.188285971424578,0.2903016232026357,0.8014117084242343
6832,1,0,7,79.0,2,1458.0,2.0,,-8.0,0.15015570653870242,0.2452698887141429,-1.0129586208097736
6834,1,0,4,58.0,2,1080.0,2.0,,-8.0,0.2642295723669936,0.35971821338657545,1.4137977023145327
6836,1,0,3,58.0,2,280.0,2.0,,2.0,0.1823986728282592,0.2717774763759669,1.2546865888295005
6837,1,0,1,66.0,1,1728.0,,3.0,0.0,0.1979944304212429,0.4152138835516023,1.4544438282355316
6845,1,0,15,87.0,2,90.0,1.0,,4.0,0.06536017665124691,0.060986287801910524,-0.0468099103501633
6846,1,0,1,23.0,1,1617.0,,1.0,-4.0,0.4295295982283268,0.4647892406374151,3.989839471751669
6847,1,0,2,2.0,2,1451.0,2.0,,-4.0,0.3132702283382846,0.6406202301700872,5.2150329301203175
6848,1,0,3,9.0,1,1194.0,,2.0,-3.0,0.5509337439182423,0.3750805291612687,3.9091607006940894
6851,0,0,2,53.0,2,260.0,2.0,,11.0,0.19924721415375127,0.3025126082661303,1.7158217072370066
6853,1,1,4,75.0,2,14.0,2.0,,-11.0,0.07937423997351553,0.0841773680171793,0.4110093589689344
6854,1,0,9,38.0,2,1603.0,2.0,,0.0,0.4194192627171941,0.3411781064964066,2.3821578035695072
6855,1,0,5,86.0,2,1293.0,2.0,,-3.0,0.11751088673969985,0.2326073800734253,-1.3896431004588092
6858,0,0,1,73.0,1,900.0,,1.0,-3.0,0.1604226340240023,0.38370918610223503,1.0154266045438425
6859,1,0,6,41.0,2,773.0,2.0,,-3.0,0.3749370280421781,0.3598011058749276,2.4633794676410155
6860,0,0,1,43.0,1,551.0,,1.0,3.0,0.292376255615301,0.4441361862306321,3.0929777330478165
6861,1,0,3,50.0,1,258.0,,3.0,-3.0,0.22198333005085027,0.29246039704590754,1.7264924517022984
6864,0,0,2,22.0,1,1478.0,,2.0,4.0,0.4648921019506406,0.42235559789901067,3.7655505171717136
6866,1,0,4,56.0,2,1029.0,2.0,,4.0,0.27593710419524353,0.3647420520910145,1.5907258272309583
6873,1,0,10,71.0,2,808.0,1.0,,7.0,0.18806324098974944,0.2541798414834401,-0.2585404172556356
6876,1,0,3,73.0,2,429.0,1.0,,7.0,0.13628707828954284,0.25499949516903825,0.32671107237475594
6877,1,0,3,39.0,2,310.0,2.0,,7.0,0.3046791065581117,0.3381405915977861,2.4805179507644306
6879,1,1,5,40.0,2,1541.0,2.0,,11.0,0.3890249614538562,0.3755236640362012,2.5555485354637737
6881,1,0,7,44.0,2,1264.0,1.0,,14.0,0.3706931488605325,0.35439630961259816,2.1682708012160936
6882,1,1,10,38.0,2,989.0,1.0,,14.0,0.418574906007548,0.3379315006355288,2.422535436521879
6884,1,0,5,40.0,2,273.0,2.0,,17.0,0.29978877988559743,0.2998954672819624,2.1497342360392904
6885,1,0,8,25.0,2,215.0,2.0,,17.0,0.4017574698663584,0.2857748244131621,2.6418323185534014
6889,1,0,7,93.0,2,1559.0,2.0,,0.0,0.09050733570714453,0.18304224519483892,-2.257307746597496
6892,1,0,2,83.0,2,382.0,2.0,,2.0,0.0902222601223271,0.2170707515483388,-0.15803484930575973
6893,0,0,1,58.0,1,262.0,,2.0,2.0,0.16478040227384694,0.31821799484869273,1.7117633039118003
6901,1,0,1,52.0,2,118.0,2.0,,-12.0,0.20987835793881424,0.21558941334222206,1.8033414321660224
6902,1,1,1,9.0,2,28.0,2.0,,-12.0,0.4787533994113438,0.25360575562223925,3.1171190422215242
6905,0,0,4,43.0,2,1196.0,2.0,,-3.0,0.3619070244007877,0.3894457098569366,2.537731151979023
6911,1,1,1,56.0,2,57.0,2.0,,-7.0,0.16255834744297507,0.1779391105422542,1.4194355529642488
6912,1,0,1,40.0,2,38.0,2.0,,-7.0,0.2507651131667593,0.21445372429071274,2.031106983168146
6919,1,0,2,37.0,1,432.0,,3.0,3.0,0.3319037510551085,0.3915919366977273,2.9548671161679287
6921,1,0,10,65.0,2,132.0,1.0,,7.0,0.12220354046514575,0.15342499247874206,0.25214644774694905
6925,1,0,4,49.0,2,1065.0,2.0,,7.0,0.32140114941768905,0.3808759657865007,2.137509479044022
6928,1,0,3,71.0,1,300.0,,1.0,0.0,0.12473176424967412,0.2270960481020885,0.43081432586803214
6929,1,0,1,26.0,1,120.0,,2.0,-6.0,0.30481557543639576,0.3603594050147417,3.0431001554773522
6930,1,0,6,20.0,1,40.0,,2.0,-6.0,0.4482191509999209,0.18446714232628875,2.469213628121091
6933,1,0,2,53.0,2,846.0,2.0,,-1.0,0.27444975953331424,0.4098767496588671,2.238539385140696
6934,1,1,3,29.0,2,652.0,1.0,,-1.0,0.4217624864290507,0.3971924804448709,3.3395118533900927
6940,0,0,1,59.0,1,1422.0,,3.0,0.0,0.2342316501783793,0.4446354087566824,2.1367045790987733
6941,1,0,4,43.0,2,437.0,2.0,,7.0,0.3126708045841632,0.3437257422409912,2.318634210026852
6944,1,0,6,71.0,2,1722.0,2.0,,7.0,0.19092859826107367,0.2836650104122108,-0.2324569180027618
6945,0,0,1,13.0,1,1482.0,,3.0,-14.0,0.4801715259454866,0.4468550232430765,4.192383575580166
6951,1,0,7,7.0,2,721.0,2.0,,-8.0,0.5371194870123219,0.4078154449500533,4.266909000838826
6953,1,0,12,55.0,2,560.0,2.0,,0.0,0.2716285862134307,0.27654169111873644,1.0354084546100042
6955,1,0,6,69.0,2,335.0,2.0,,0.0,0.14452391328771602,0.21646857493277105,0.2631633324513947
6957,1,1,4,69.0,2,53.0,2.0,,0.0,0.11121808873946328,0.10738142892234236,0.6485692258474639
6966,1,0,12,47.0,2,119.0,1.0,,-6.0,0.28114239543478364,0.14885138323636202,1.4799535668968078
6968,1,0,3,22.0,2,1537.0,2.0,,1.0,0.4823426357753301,0.39762577899508017,3.604686465238582
6970,1,0,10,73.0,2,1191.0,2.0,,-8.0,0.18400857624684944,0.2537602281226754,-0.577512344893578
6978,0,0,1,50.0,1,482.0,,2.0,0.0,0.2451539677794365,0.4157725667202781,2.60303232901652
6981,0,0,1,66.0,1,1723.0,,3.0,0.0,0.1980093899542857,0.4153036782494029,1.4559153164943024
6984,1,0,13,51.0,2,718.0,2.0,,4.0,0.317883541631414,0.2972184166842519,1.3465027932625104
6985,0,0,1,12.0,1,591.0,,3.0,4.0,0.46687993796891,0.4386812186403391,4.150856071898787
6986,1,0,1,74.0,2,465.0,2.0,,-11.0,0.12815061461922722,0.3151280723724541,0.8577327964226902
6989,1,0,5,70.0,2,1750.0,2.0,,14.0,0.19507990934168515,0.2976772539584696,-0.02607948270361593
6991,0,0,1,64.0,1,769.0,,3.0,34.0,0.19788084273828987,0.4133452362667468,1.7887500865437649
6998,1,0,7,85.0,2,1389.0,2.0,,0.0,0.12234902855964418,0.2197007414124469,-1.53635995917005
6999,1,0,9,67.0,2,1309.0,2.0,,0.0,0.21948941243503226,0.2818719977195173,0.02452913509405241
7000,1,0,3,50.0,2,1228.0,2.0,,0.0,0.3099184995670312,0.3973205369657719,2.2030785082034017
7004,1,0,10,62.0,2,311.0,2.0,,-3.0,0.17982870943625456,0.21445752450063946,0.5021141062217883
7005,1,0,14,45.0,2,136.0,1.0,,-3.0,0.2374333638577603,0.20211257688197395,1.2293464658016884
7007,1,0,10,47.0,2,1696.0,1.0,,0.0,0.3572911211236177,0.32498737126519706,1.659257744922659
7013,1,0,1,72.0,2,740.0,2.0,,6.0,0.15882098173641535,0.3757382040952516,1.106648731943191
7014,1,0,2,6.0,2,370.0,2.0,,6.0,0.5102776767976037,0.37346021006006974,3.8777201232585226
7015,1,0,6,86.0,2,329.0,2.0,,-12.0,0.0782082713385273,0.15237833730140735,-0.7720130211628362
7019,1,0,4,57.0,2,855.0,2.0,,-3.0,0.2646005714964941,0.35694967844861464,1.5198873617360444
7020,1,0,3,3.0,2,709.0,2.0,,-3.0,0.3798123360408142,0.5662567244932656,4.909162673818252
7022,1,0,5,7.0,2,1647.0,2.0,,11.0,0.5867012923913297,0.3390093452482091,3.749427485619523
7023,1,0,6,71.0,2,1332.0,2.0,,15.0,0.19235901326233465,0.28894357494979434,-0.1116932515407818
7024,1,0,5,50.0,2,1217.0,2.0,,15.0,0.3216911847640466,0.3657637077429478,1.9138984458432853
7027,1,0,4,69.0,2,809.0,2.0,,8.0,0.1918273560664664,0.3119318693489741,0.4760819918520913
7028,0,0,1,48.0,1,716.0,,3.0,8.0,0.27865127118626465,0.4551871812932968,2.922220414821418
7029,0,0,1,36.0,2,601.0,2.0,,8.0,0.3365910169394002,0.4582114225379275,3.480269531347217
7033,1,0,10,75.0,2,1307.0,2.0,,-7.0,0.17293330516401095,0.245174398225614,-0.8055417442558568
7034,1,0,6,64.0,2,1100.0,2.0,,1.0,0.23296048312937265,0.31609532265529955,0.6192758220676293
7037,1,0,6,95.0,2,756.0,2.0,,1.0,0.07904502846155867,0.17488614952232065,-1.9109034464369181
7045,1,0,3,58.0,1,1088.0,,2.0,4.0,0.25924918514093304,0.3776031446476921,1.5898258977915591
7051,1,0,7,7.0,2,42.0,2.0,,-3.0,0.5506917588840629,0.24772221738543895,3.316621573057556
7053,0,0,1,66.0,1,1735.0,,3.0,0.0,0.19797325356847445,0.4150877100200587,1.4523817072683605
7056,1,1,3,50.0,2,1314.0,2.0,,-3.0,0.3103378751583009,0.3968966139221096,2.1871564550211096
7059,1,0,8,73.0,2,547.0,1.0,,-6.0,0.15692979370133306,0.2322693798113659,-0.20668813881752368
7060,1,0,4,26.0,2,397.0,2.0,,-6.0,0.4191322683489121,0.3546684336619381,3.1371685198647388
7061,0,0,1,73.0,2,314.0,2.0,,-1.0,0.11171671691306803,0.2716536290441667,0.8175169468813241
7062,1,1,4,54.0,2,44.0,2.0,,-1.0,0.18247372768863915,0.13974956798273408,1.180498247039719
7066,1,1,3,58.0,2,1252.0,2.0,,9.0,0.2606707426270641,0.3779257182076329,1.5579375376219042
7069,1,0,3,82.0,2,745.0,2.0,,23.0,0.12415990430572832,0.2646261245624494,-0.481084827825009
7072,0,0,3,55.0,1,130.0,,3.0,26.0,0.15914655656217516,0.2273417933688931,1.1791825665363762
7074,1,0,7,18.0,2,1329.0,2.0,,0.0,0.5396171889748396,0.34450527927644425,3.4356198036226853
7075,1,0,3,70.0,2,1202.0,2.0,,-7.0,0.1914243120496766,0.3345747188166511,0.4782776114254075
7076,1,0,8,51.0,2,1034.0,2.0,,-7.0,0.32256100678032584,0.33514605253347485,1.5997729937792642
7078,1,0,10,69.0,2,859.0,1.0,,4.0,0.2018750250492015,0.2641606307599611,-0.09336852470014476
7081,1,1,5,46.0,2,15.0,2.0,,-3.0,0.22187449124590625,0.1425825684191438,1.3761795811288198
7082,1,0,6,20.0,2,1536.0,2.0,,3.0,0.522368507291118,0.3546160705400063,3.4086222137871816
7083,1,0,3,3.0,2,1411.0,2.0,,3.0,0.38754997590565227,0.5664919362839972,4.916674278401726
7084,1,0,2,28.0,1,1248.0,,1.0,-10.0,0.4299596403349597,0.4313698303758521,3.6013233602209294
7086,1,0,5,67.0,2,979.0,2.0,,10.0,0.21089462635947626,0.3139621922721984,0.4843979729587848
7087,1,0,10,64.0,2,425.0,1.0,,-20.0,0.190938634585146,0.2341054359802001,0.3932105187395338
7092,1,0,9,63.0,2,1512.0,2.0,,-3.0,0.2446741324176548,0.2936897831850123,0.3478632485411184
7093,1,0,12,77.0,2,1296.0,2.0,,0.0,0.1627203399008486,0.2280061190231613,-1.0979067360959474
7096,1,0,5,59.0,2,873.0,2.0,,-3.0,0.25649123632593296,0.33842757905498816,1.217881667889325
7097,0,0,8,83.0,2,490.0,1.0,,-3.0,0.10637055012193647,0.18405469030520089,-0.9105188318217348
7098,1,0,2,67.0,2,400.0,1.0,,-4.0,0.15598773594126952,0.2929073479736839,0.9607218589020279
7099,1,0,8,56.0,2,52.0,2.0,,-3.0,0.18075556010740465,0.12124150622659502,0.9988916850707836
7100,1,0,2,57.0,1,1688.0,,1.0,-4.0,0.25883971579264936,0.4015958768039649,1.788892335211604
7101,1,0,2,36.0,2,1565.0,1.0,,-4.0,0.3845747005107208,0.4327559378420071,3.2232169374608235
7103,1,0,12,63.0,2,1191.0,1.0,,4.0,0.2477564279572233,0.2804227915305895,0.26527624553674656
7104,1,0,6,27.0,2,1002.0,2.0,,4.0,0.4754808304170361,0.36512324604024304,3.2043562739382554
7105,0,0,2,11.0,1,900.0,,1.0,4.0,0.5173542066490209,0.4030143096750864,4.010354133007179
7106,1,0,5,57.0,2,694.0,2.0,,11.0,0.2589631803800781,0.3329584933979664,1.3759606161236904
7112,1,0,4,42.0,2,1544.0,2.0,,-7.0,0.3694050364993041,0.3876019908532805,2.5411602781294924
7114,1,0,5,74.0,2,1356.0,2.0,,-11.0,0.17452154989767768,0.2864532285863872,-0.2903545848021021
7115,1,0,2,40.0,2,1114.0,2.0,,8.0,0.3584420092314117,0.4345595619074981,3.077093522494012
7119,1,0,1,72.0,2,441.0,2.0,,-14.0,0.13331154747838853,0.3180526101838304,0.9934824865773764
7120,1,0,10,75.0,2,1762.0,2.0,,-18.0,0.17098134222187744,0.23932341783846,-0.9483699715109268
7121,0,0,1,49.0,1,1644.0,,2.0,-18.0,0.2880104030144956,0.46549117320187205,2.821514924480713
7122,1,0,5,31.0,2,1479.0,2.0,,-18.0,0.4476588177579193,0.3766486816975301,3.060407068065905
7128,1,0,4,46.0,2,131.0,2.0,,25.0,0.21228526791915547,0.24656223448350584,1.5807850297163897
7133,1,0,2,41.0,2,1190.0,2.0,,0.0,0.3533223701380967,0.43409729423383897,3.01503142973346
7134,1,0,8,78.0,2,955.0,2.0,,-3.0,0.1534164097566822,0.2425179562896833,-0.8200074798871311
7136,1,0,3,7.0,2,462.0,2.0,,3.0,0.5337260701239143,0.35963335564941284,3.8154903555452857
7138,1,0,10,28.0,2,1617.0,2.0,,10.0,0.491122684246905,0.3337559821884121,2.889007290455718
7140,0,0,1,66.0,1,1258.0,,3.0,-24.0,0.1981866971364721,0.4211498896858124,1.5822477237521084
7141,1,0,10,69.0,2,802.0,2.0,,24.0,0.19951359122899304,0.26148965555337417,-0.07600298366260683
7142,1,0,5,9.0,2,253.0,2.0,,-31.0,0.5093833974786564,0.3157201275371308,3.416206862383256
7143,0,0,2,66.0,1,148.0,,2.0,24.0,0.1120796551809802,0.20870446659716305,0.7554084388228871
7144,1,0,6,64.0,2,1370.0,2.0,,-10.0,0.23414214420922336,0.31529425738780703,0.5468279285885334
7145,1,0,7,22.0,2,1168.0,2.0,,-10.0,0.5146480169656599,0.3511112581255681,3.323846053483088
7146,1,0,7,7.0,1,1091.0,,1.0,-10.0,0.5443772563746121,0.4090453056259883,4.287574118576969
7150,1,0,5,59.0,2,247.0,2.0,,-3.0,0.17474646847486405,0.2346665608403166,0.9325325003199032
7151,1,0,7,17.0,2,143.0,2.0,,3.0,0.4326739148653199,0.2812219678906395,2.8600218687753083
7152,1,0,7,17.0,2,143.0,2.0,,3.0,0.4326739148653199,0.2812219678906395,2.8600218687753083
7156,1,0,11,17.0,2,1551.0,2.0,,2.0,0.5639077193879534,0.3166978072545626,3.2876358265203898
7160,1,0,10,75.0,2,1786.0,2.0,,0.0,0.17082538191606725,0.2389437085993336,-0.955662395088658
7163,1,0,3,71.0,2,752.0,2.0,,4.0,0.1756534935021164,0.3157664328688922,0.4857976517168698
7164,1,0,15,91.0,2,462.0,1.0,,-11.0,0.07733238123988016,0.13068483002143144,-1.6446605286282672
7169,1,0,3,69.0,2,251.0,1.0,,-1.0,0.12397852414522108,0.21915393003912967,0.5287471228204785
7173,1,0,3,26.0,2,1340.0,2.0,,0.0,0.4584544336249671,0.4042772613152742,3.4970697831009296
7176,0,0,2,30.0,1,958.0,,1.0,7.0,0.4143793497211429,0.4323071301190468,3.5377605874845632
7178,1,0,1,37.0,1,737.0,,1.0,-10.0,0.34053815995466113,0.4690093757274873,3.512221907218247
7184,1,0,6,70.0,2,1631.0,2.0,,-3.0,0.19716412643288608,0.28917480058139666,-0.10731920174462584
7188,0,0,1,48.0,1,981.0,,1.0,3.0,0.28912483546442125,0.4687876377821797,2.978977321833081
7191,1,0,2,59.0,1,551.0,,1.0,-3.0,0.21805041332996908,0.3602778971572936,1.675064737232581
7192,1,0,6,36.0,2,386.0,2.0,,3.0,0.3605510390351305,0.323764158167511,2.488139357453626
7197,1,1,4,81.0,2,1279.0,2.0,,0.0,0.1386291058393211,0.2678127260459572,-0.7864753389123234
7198,1,0,5,56.0,2,1129.0,2.0,,0.0,0.28148663133980417,0.3520302673561408,1.4407894920475752
7199,1,0,6,26.0,2,1047.0,2.0,,0.0,0.4825754119677242,0.3644244702094122,3.2431810031537465
7203,1,0,3,74.0,1,282.0,,2.0,-3.0,0.1097203247108154,0.2093544862256826,0.238469997699142
7205,1,0,5,21.0,2,1694.0,1.0,,6.0,0.5093793932723115,0.3649732433000434,3.4244609151678813
7208,1,0,3,59.0,1,1318.0,,2.0,-13.0,0.2548520533911328,0.3745501964931438,1.4564315464595663
7213,1,0,5,61.0,2,1117.0,2.0,,0.0,0.2494587756960181,0.3371621818357922,1.0040710842382448
7219,1,0,2,67.0,2,1112.0,2.0,,-4.0,0.20203027240188665,0.3718397166707476,1.053563926435881
7220,1,0,1,48.0,1,999.0,,2.0,-4.0,0.28951087737249165,0.4691758843793571,2.9793248793087965
7221,1,0,8,25.0,2,849.0,1.0,,-4.0,0.4943489703081658,0.3454190594254781,3.164723800321676
7223,1,0,6,93.0,2,658.0,2.0,,3.0,0.08182288021403468,0.17600486706415108,-1.6617723667343376
7225,1,0,2,67.0,2,316.0,2.0,,-10.0,0.14173459794234985,0.2667731703340744,0.8883438877435995
7227,1,0,6,54.0,2,137.0,2.0,,-10.0,0.17330342957562553,0.20699898717325274,1.006586396957497
7231,1,0,5,42.0,2,1049.0,2.0,,-4.0,0.3728949484782024,0.3764323639479733,2.503440337031416
7232,1,0,3,26.0,1,961.0,,2.0,-4.0,0.4538858876674372,0.4045396698878119,3.5167069642058935
7237,1,0,10,68.0,2,1709.0,1.0,,-13.0,0.21252447220643067,0.2673581266687613,-0.2580399952708461
7239,1,0,13,82.0,2,1410.0,1.0,,-10.0,0.13712134561153616,0.2030477065582026,-1.6346148895085373
7240,1,0,8,35.0,2,1316.0,2.0,,-10.0,0.4365390208187752,0.3513755140790712,2.6685184226016445
7242,1,0,8,76.0,2,894.0,1.0,,-7.0,0.1622949821642621,0.2491690543487736,-0.6128146119018869
7247,1,0,6,71.0,2,1466.0,2.0,,-7.0,0.1921164502848121,0.2874932177932868,-0.15319605319115004
7249,1,0,5,13.0,2,859.0,2.0,,-7.0,0.547126713260809,0.35464772178063364,3.6796668300575286
7250,1,0,10,42.0,2,421.0,2.0,,0.0,0.3373298571462092,0.2943798420271952,1.9615681253004056
7255,1,0,4,80.0,2,1441.0,2.0,,0.0,0.14310135284527245,0.2709734137746232,-0.7462889720799311
7256,1,1,2,49.0,2,1366.0,1.0,,0.0,0.30645941833162943,0.4239866229267417,2.4820433532795074
7258,1,0,4,6.0,2,926.0,2.0,,0.0,0.5758680891938425,0.3524076989001955,3.8634744080236665
7261,1,0,6,45.0,2,264.0,2.0,,14.0,0.26681284518772913,0.2763043517482343,1.7633651311231666
7262,1,1,2,21.0,2,45.0,2.0,,-17.0,0.4141471165082994,0.2242042426868169,2.659764833647002
7266,0,0,1,87.0,1,1074.0,,1.0,0.0,0.10706501915866168,0.3164151502990445,-0.3353983957677804
7267,1,0,8,24.0,1,900.0,,1.0,0.0,0.5024389130161069,0.34519021929623056,3.2072126193651096
7268,1,0,2,66.0,1,727.0,,1.0,-6.0,0.19559138876405247,0.35832691715220377,1.1766012869717957
7275,1,0,6,71.0,2,1265.0,2.0,,3.0,0.1923092677054528,0.2894139367661597,-0.09097429345821828
7283,1,0,5,29.0,1,47.0,,3.0,-3.0,0.3713270646904877,0.1833084778191616,2.1855131740141864
7287,1,0,9,54.0,2,1403.0,2.0,,-3.0,0.3062913986174567,0.3208775841914544,1.2045811183752368
7290,0,0,1,72.0,1,582.0,,3.0,-7.0,0.14813344698787242,0.3520151326448971,1.0702595218215882
7291,1,0,2,84.0,1,336.0,,2.0,7.0,0.08179998540873397,0.20013229879174346,-0.199674251823724
7292,1,0,3,56.0,2,203.0,2.0,,7.0,0.1739455448186723,0.2518358424073939,1.257303175521581
7294,1,0,8,66.0,2,61.0,1.0,,-7.0,0.1310313093436154,0.10255743732547548,0.6483991056429919
7297,1,0,7,40.0,2,1004.0,1.0,,4.0,0.3949737746749903,0.3575716476879999,2.4664480584290964
7301,1,0,2,37.0,2,254.0,2.0,,-15.0,0.29314137535255685,0.3475952416306976,2.6332980527075565
7304,1,0,3,68.0,2,1716.0,2.0,,0.0,0.201702972836154,0.3368983446549211,0.5163851730645717
7308,1,0,1,37.0,2,900.0,2.0,,2.0,0.34717817350097097,0.4759664363980432,3.553014266424129
7309,0,0,1,6.0,1,681.0,,1.0,9.0,0.5020041017254376,0.42881095710950395,4.247655048698846
7312,1,0,9,56.0,2,154.0,2.0,,19.0,0.1713287632795488,0.1917457947741676,0.7814250024734954
7313,1,0,12,48.0,2,1445.0,1.0,,-32.0,0.3545950176804507,0.3160120054003665,1.5405350962183004
7316,1,0,7,80.0,2,1139.0,2.0,,-29.0,0.14512437997209282,0.24291544026440645,-0.9957486386123332
7319,1,0,6,42.0,2,658.0,2.0,,28.0,0.3594988235150886,0.35149661725472603,2.364290659642819
7320,1,0,7,31.0,2,525.0,2.0,,28.0,0.4244499814637179,0.3388803998942374,2.8325653296179296
7321,1,0,2,34.0,2,416.0,2.0,,-35.0,0.34793220989873497,0.3920748744914865,3.0800941928708263
7322,1,0,5,9.0,2,330.0,2.0,,-35.0,0.5251664291558735,0.3247981275342037,3.51471967676427
7325,1,0,4,23.0,1,1528.0,,1.0,0.0,0.4883367504152784,0.3821444466604029,3.464397347382378
7327,0,0,1,1.0,2,1331.0,2.0,,0.0,0.20360929845571274,0.7513083004247572,5.67472585432117
7328,1,0,5,70.0,2,1285.0,1.0,,-6.0,0.19652756665340226,0.3038356865619318,0.1165804379494686
7330,0,0,2,11.0,1,1021.0,,2.0,-6.0,0.5196311854901672,0.4034122626016716,4.0142160738439046
7331,1,0,3,3.0,1,945.0,,2.0,-6.0,0.3837804695675371,0.568385914870074,4.929584037099407
7332,1,0,4,29.0,2,781.0,1.0,,-1.0,0.4405663941187482,0.3863074900831517,3.2665498287001657
7335,1,0,2,63.0,2,485.0,2.0,,-6.0,0.1882609172695636,0.3315158834350275,1.3232187501862318
7340,1,0,5,77.0,2,1648.0,2.0,,-6.0,0.15796511271169894,0.26936451629552943,-0.6713613369289804
7341,0,0,1,47.0,1,1559.0,,3.0,-6.0,0.2989976330367037,0.4696574624421955,2.967844948941857
7344,1,0,7,41.0,2,1279.0,2.0,,-6.0,0.3914385240935291,0.35711836120577434,2.3706656576308243
7346,1,0,5,54.0,2,1064.0,2.0,,3.0,0.2936412639049574,0.3567016534657908,1.6191628766770598
